,index,content,score,score_cat,detected_language
20430,9441,hope to join beta program,5,positive,en
20431,9442,with the releasing of the app it's a lot more convenient for me to use the chatbot...,5,positive,en
20432,9443,this is just perfect,5,positive,en
20433,9444,i hope this letter finds you well,5,positive,en
20434,9444,i wanted to take a moment to express my heartfelt gratitude for creating chatgpt an incredible tool that has greatly impacted my life,5,positive,en
20435,9445,great fantastic brilliant job done by chatgpt,5,positive,en
20436,9446,this technology is so helpful especially so if you have a disability,5,positive,en
20437,9447,great help in well everything,5,positive,en
20438,9448,something went wrong you may be connected to a disallowed van why does this stupid app care if i'm on a corporate van such garbage,1,negative,en
20439,9449,good app to be used is the best ever,4,neutral,en
20440,9449,love you chatgpt,4,neutral,en
20441,9450,chatgpt app is nice and wonderful google knowledge and our knowledge app or gives all information that app is good,5,positive,en
20442,9451,its been making my content writing easier,5,positive,en
20443,9452,its really amazing that finally app is released its great amd clean i,5,positive,en
20444,9453,that's a really great app as a chariot we all know it's web version and that's great,4,neutral,en
20445,9453,the reason for 4 stars is that the premium is little bit costly,4,neutral,en
20446,9454,this wonderful app in my feature help but i love chatgpt.,5,positive,en
20447,9455,its not responding properly many times its lagging in giving replies have to type question again and again..and most important voice command speech not working at all needs improvement website version is way better than this app,2,negative,en
20448,9456,this analysis of the information i provided probably saved me hours of thinking and writing and made it possible for me to move ahead and utilize this information to think at a deeper,5,positive,en
20449,9457,please add 2023 data also but the app is best,3,negative,en
20450,9458,just to sell plans they're now slowing down to prompt response,1,negative,en
20451,9459,chatgpt is awesome !,5,positive,en
20452,9459,thanks,5,positive,en
20453,9460,sadly it's cut information on september 2021. so it's not so up to date,4,neutral,en
20454,9461,amazing app,5,positive,en
20455,9461,it really helps me lot,5,positive,en
20456,9462,requesting phone number but when entering phone number which yes is a cell phone it states that it is a landline number and will not continue so can't even use the app...,1,negative,en
20457,9463,very good app i ask the question and he give the answer,5,positive,en
20458,9464,this app is the perfect ai i have seen in my life and my entry life,5,positive,en
20459,9465,good app having some frustrating reservations about discussion about human behaviour,4,neutral,en
20460,9466,i love this,5,positive,en
20461,9466,almost feels like i am talking to an intelligent human friend,5,positive,en
20462,9466,thank you for creating this,5,positive,en
20463,9467,it is helpful for students,4,neutral,en
20464,9468,yoo thanks soo much for preparing this app this is super useful,5,positive,en
20465,9469,amazing i am flabbergasted by the power of this tools,5,positive,en
20466,9470,a little slow but it's fine anyway,4,neutral,en
20467,9471,now it's working i like the app every one should download it,5,positive,en
20468,9472,i get me problem solution for chatgpt that is biggest help me me i rate is 55 very good highly recommended,5,positive,en
20469,9473,just discovered this amazing new app called chatgpt!,4,neutral,en
20470,9473,it's an ai language model that can answer all sorts of questions and have interesting conversations,4,neutral,en
20471,9474,clean app,5,positive,en
20472,9474,running smoothly so far,5,positive,en
20473,9475,it's a cool app that i ever used in my whole life and i just love it so nice,5,positive,en
20474,9476,certainly let's focus on how independence day is celebrated in schools 1. flag hoisting schools begin the day by hoisting the national flag in their premises,5,positive,en
20475,9476,this is usually done by the school principal or a guest of honor,5,positive,en
20476,9476,students and teachers gather around to witness the flag hoisting ceremony,5,positive,en
20477,9476,2. patriotic songs and speeches after the flag hoisting students sing patriotic songs that evoke a sense of pride and nationalism,5,positive,en
20478,9476,speeches are also delivered by students highlighting,5,positive,en
20479,9477,it is the ultimate rough draft compiling assistant,5,positive,en
20480,9478,add the option to give answers in different format like table flowchart or mind map,5,positive,en
20481,9479,can't log in and also can't even continue with my google account,1,negative,en
20482,9479,keeping show the error message of my device not ok with date and time and bad internet connection,1,negative,en
20483,9479,i,1,negative,en
20484,9480,this app is no joke,5,positive,en
20485,9480,off the hook,5,positive,en
20486,9480,love it,5,positive,en
20489,9482,outstanding performance on android,5,positive,en
20490,9482,highly recommend this app,5,positive,en
20491,9482,keep up the good work and provide even better updates,5,positive,en
20492,9482,it's a musthave for your device,5,positive,en
20493,9483,perfect app for everything,5,positive,en
20494,9484,excellent app future of the world,5,positive,en
20495,9485,this is the best app ever it really helps a lot it also clears all the questions from our minds i have got answers for many questions chatgpt is like a friend me,5,positive,en
20496,9486,good to use easy helpful...,5,positive,en
20497,9487,unbelievable app super fast smooth using system !,5,positive,en
20498,9487,love from bangladesh love melon musk,5,positive,en
20499,9488,just a good start yet still many more to come,5,positive,en
20500,9489,please add features to send image to chatgpt free to analyse the image and give answer,5,positive,en
20501,9490,very helpful app for study i,5,positive,en
20502,9491,does not allow for plugins....,1,negative,en
20503,9492,revolutionary app that changes the next generation,4,neutral,en
20504,9493,i love it but make the get free too,5,positive,en
20505,9494,had nothing to say am so happy just five or more starts if would be possible,5,positive,en
20506,9495,chatgpt website is much more better than this app and lack of many features and styles in app as compared to its website,2,negative,en
20507,9496,had to acquire this for a work thing,4,neutral,en
20508,9496,we shall see how it goes i'm hopeful,4,neutral,en
20509,9497,love this apply,4,neutral,en
20510,9497,it is very useful,4,neutral,en
20511,9498,it's really helpful for me as a student,5,positive,en
20512,9499,they probably built this using chatgpt which is a flex on its own,5,positive,en
20513,9499,it's a polished app,5,positive,en
20514,9500,good and easy to use,5,positive,en
20515,9501,it's a very good app,5,positive,en
20516,9501,at least i recommend it all the time,5,positive,en
20517,9502,it's not perfect but it's still amazing,4,neutral,en
20518,9503,best experience but last update in september 21 is bad,5,positive,en
20519,9504,looks absolutely clean and incredible,5,positive,en
20520,9504,!,5,positive,en
20521,9505,my mobile android 12 but no login catgut please update login related issues i'm android developers i'm creating chatgpb personal app,1,negative,en
20522,9506,this is best assistant i ever experience,5,positive,en
20523,9507,still feels unreal even after using,5,positive,en
20524,9507,glad it won't be able to run us medical professionals out of job tho,5,positive,en
20525,9508,this app version of chatgpt is more fast than the web version and it gives more precise answer,5,positive,en
20526,9509,this app so easy to all of this cold content blog,5,positive,en
20527,9510,the best ai support app for android,5,positive,en
20528,9511,plains are missing,3,negative,en
20529,9512,chatgpt help me lot in my career and its a great and chatgpt is friend which guide me best advice and lot more .,5,positive,en
20530,9512,the world rapid change,5,positive,en
20531,9513,very good app for editing,5,positive,en
20532,9514,gives what we want,5,positive,en
20533,9514,great job,5,positive,en
20534,9515,can't even log in because something went wrong,1,negative,en
20536,9517,the app is perfect i can recommend for others,5,positive,en
20537,9518,i have an desktop account of chatgpt and i've signed in with my microdot account,5,positive,en
20538,9518,but hear in app i couldn't find an option to sign in with your microdot account,5,positive,en
20539,9519,i am lot's use chatgpt .,5,positive,en
20540,9519,my favourite website app here .,5,positive,en
20541,9519,thanks openai,5,positive,en
20542,9520,i greatly appreciate this software and ai also,5,positive,en
20543,9521,this apps always gives right responses to your question,4,neutral,en
20544,9522,this is very useful app,5,positive,en
20545,9522,i love this very much,5,positive,en
20546,9522,i can learn anything from it,5,positive,en
20547,9522,!,5,positive,en
20548,9523,really it's an amazing application,5,positive,en
20549,9524,good and quick responses,5,positive,en
20550,9525,nice and all answer taken beautiful app,5,positive,en
20551,9526,this is a life changing app and greatest app,5,positive,en
20553,9528,could be better,1,negative,en
20554,9528,data it has access to is limited and free doesn't do well enough without paying,1,negative,en
20555,9529,nothing to say cause everything is perfect,5,positive,en
20556,9530,amazing ai app,5,positive,en
20557,9530,really love it,5,positive,en
20558,9531,need a desktop mode on the app,1,negative,en
20559,9532,i have been waiting for this moment,5,positive,en
20560,9532,it's really awesome,5,positive,en
20562,9534,it is useful for educational purposes that's why i download it,1,negative,en
20563,9535,so far it works really well and is very helpful,5,positive,en
20564,9536,it would be better if it didn't have a filter,3,negative,en
20565,9537,very good and easy to use,5,positive,en
20566,9538,best app ever in play store,5,positive,en
20567,9539,this application is very useful for learners,4,neutral,en
20568,9540,great experience and lots of love for the creators,5,positive,en
20569,9541,although it was my phone no it says it landline,1,negative,en
20570,9542,i couldn't even try it because my phone number wasn't accepted,1,negative,en
20571,9543,if u download this app then you made a wise decision the answers are so accurate and simple i would recommend this app for anyone,5,positive,en
20572,9544,it's a good app but still need some improvements,4,neutral,en
20573,9545,the app keeps quitting on my phone and i don't why it like that,4,neutral,en
20574,9546,very easy very helpful i,5,positive,en
20575,9547,this ai is very good for everything and better than google i liked it,5,positive,en
20576,9548,can't able to login,1,negative,en
20577,9549,this app is very good it answers your every question very well,5,positive,en
20578,9550,poop app takes too much time for set up i suggest everyone to use microdot swift key it also includes chatgpt here you can copy images and you can creat desired ad image,1,negative,en
20581,9552,they map was very useful from students and another people,5,positive,en
20582,9553,superb app .....very very very informative,5,positive,en
20583,9554,words can not express how amazing this is,5,positive,en
20584,9554,wow just wow,5,positive,en
20585,9554,!,5,positive,en
20586,9555,it's unfortunate they don't support plus yet,5,positive,en
20587,9555,but it's still by far the best productive app,5,positive,en
20588,9556,very good app totaly worth it .,5,positive,en
20589,9557,waste of time,1,negative,en
20590,9557,it's asking me to install google chrome to be able to use this app,1,negative,en
20591,9557,why is that,1,negative,en
20592,9557,does everything google have to revolve around chrome,1,negative,en
20593,9557,otherwise i can't use the app nor can't i log in,1,negative,en
20594,9558,this is good and they help faster,5,positive,en
20595,9559,it helps me to broaden my knowledge,5,positive,en
20596,9560,it's very useful am happy to install it solve my task,5,positive,en
20597,9561,good for education,3,negative,en
20598,9562,this app gives us an amazing experience of chatgpt became free to open a browser and a new tab and search for chatgpt.,4,neutral,en
20599,9562,i am going to give my best wishes to chatgpt team,4,neutral,en
20600,9562,thank you,4,neutral,en
20601,9563,best chat got plus it free it help me with homework,5,positive,en
20602,9564,best app ever in fact 5 stars is undertaking the app,5,positive,en
20603,9565,i guess i'm the first to write review for this app,5,positive,en
20604,9565,finally the android version is here,5,positive,en
20605,9565,it's clean and easy to use,5,positive,en
20606,9566,i can't live without chatgpt anymore,5,positive,en
20607,9567,very smart program would recommend,4,neutral,en
20608,9568,it is very helpful thanks i love this product,5,positive,en
20609,9569,the app is good but need a scanner for the searching,3,negative,en
20610,9570,best app great to see that this app is launched recommend to download everyone,5,positive,en
20611,9571,i am happy that chatgpt has come to google play store but till now it has given me better user interface when i open it in the browser and i am hoping for more updates to the application,5,positive,en
20612,9572,it's a blockbuster app for a blockbuster service!!!!!!!,5,positive,en
20613,9572,!,5,positive,en
20614,9573,i'm giving you five stars with what i've seen ... but keep improving,5,positive,en
20615,9574,this is not working for my phone,1,negative,en
20616,9575,it's better than the website,5,positive,en
20617,9575,best application,5,positive,en
20618,9576,can we have the option to make these texts based reply into a edf format by asking chatgpt to create a edf,3,negative,en
20619,9577,i recommend this ai to others with a 5 star .,5,positive,en
20620,9577,everyone would need to give a try,5,positive,en
20621,9578,excellent and very helpful,5,positive,en
20622,9579,really interesting and fast,5,positive,en
20623,9580,the most helpful and great application,5,positive,en
20624,9580,specially thanks for ai team,5,positive,en
20625,9581,it's worth the stars if you know how to use it for getting better every day,5,positive,en
20626,9582,very educational app,5,positive,en
20627,9583,superb and useful app,5,positive,en
20628,9584,i love this app very much it make my life easier,5,positive,en
20629,9585,this is very good for search knowledge,5,positive,en
20630,9586,it's a one of the good collection of information website i,5,positive,en
20631,9587,amazing thanks to the developers,5,positive,en
20632,9588,let's destroy the world together ai is getting better and better than before everyday.yet chatgpt is too useful and i smart that i accept,5,positive,en
20633,9589,fast and easy ai,5,positive,en
20634,9590,just try to give more detail but the app is dope️️️,5,positive,en
20636,9592,really good implemented quite useful,5,positive,en
20637,9593,chatgpt is the best website i have ever seen in my life after google,5,positive,en
20638,9594,great for students to study,5,positive,en
20639,9595,great experience would be better if the app supported syntax highlighting and the ability to edit inputs,5,positive,en
20640,9596,very good app,4,neutral,en
20641,9596,the responses are really fast,4,neutral,en
20642,9597,est time i use it,5,positive,en
20643,9597,good performance helpful,5,positive,en
20644,9598,awesome app it gives nice and instant answers,5,positive,en
20645,9599,not too bad for the old program... impressive vernacular and grammar is superb i must add,4,neutral,en
20646,9599,definitely give it a shot itis we'll worth the time to download,4,neutral,en
20647,9599,thumbs up,4,neutral,en
20648,9600,this app is awesome .,5,positive,en
20649,9600,this app has been my backbone when it comes to studies,5,positive,en
20650,9601,amazing but need update......,5,positive,en
20651,9602,air,1,negative,en
20652,9602,that's just a chat program,1,negative,en
20653,9602,no intelligence at all,1,negative,en
20654,9603,i really very very thankful to those who invented like this app.thank you so much,4,neutral,en
20656,9605,best ai but only for questions not for other uses,5,positive,en
20657,9606,i'm enjoying it so much it's really helpful,5,positive,en
20659,9608,this app is good but needs an update,3,negative,en
20660,9608,its worth it,3,negative,en
20661,9609,app requires updated information after 2021,4,neutral,en
20663,9611,nice ai app but an ai image generator will be much cooler in it,4,neutral,en
20665,9613,the best app ever found on google play store,5,positive,en
20666,9614,no words am speechless .,5,positive,en
20667,9615,superb experience,5,positive,en
20668,9615,chatgpt does the good work again,5,positive,en
20669,9615,the same convenience now in mobile and very easy to used,5,positive,en
20670,9616,you should update the app,5,positive,en
20671,9616,we need more information,5,positive,en
20672,9617,i am using chatgpt through broker for a while,5,positive,en
20673,9617,but experience in this app is great.easy to handleuser friendly and perfect learning partner.keep growing chatgpt...,5,positive,en
20674,9618,way faster than the web version,5,positive,en
20675,9618,very good so far,5,positive,en
20676,9619,its not working on my device sassing a,1,negative,en
20677,9620,this is the boss it legit knows everything u ask it but there i some ans,5,positive,en
20678,9620,it is not sure about bit still this app deserves a full five fror,5,positive,en
20679,9621,so much better to take answers from this app for free,5,positive,en
20680,9621,i'm so lucky to have this app,5,positive,en
20681,9622,good response is being and still it can improve,5,positive,en
20682,9623,it only has information up to 2021. it's already out dated,1,negative,en
20683,9623,it provides and does nothing a simple net search can do or asking amazon alexa,1,negative,en
20684,9623,which are both better,1,negative,en
20685,9624,this a very impressive app it has all you need,5,positive,en
20686,9625,every good app and i have used it to clarify doubts,5,positive,en
20687,9626,good but honestly i am not comfortable with providing my phone number when signing up,3,negative,en
20688,9626,you can very well do with emailsocial sign up,3,negative,en
20689,9627,its so helpful and learn more,4,neutral,en
20690,9628,the best ai text based assistant,5,positive,en
20691,9629,if you've going to go with artificial intelligence apps nobody needs entertainment meaning nobody needs apps that will just answer questions people need messaging apps that work faster and so on and so forth and if artificial intelligence is going to do that then you have to make the app work you know people don't want entertainment just to please just to please themselves,1,negative,en
20693,9631,great experience as expected good job,5,positive,en
20694,9632,add voice typing features,3,negative,en
20695,9633,this is very good app,5,positive,en
20696,9633,thanks the ai team for launch it on the android,5,positive,en
20697,9634,what an possum app man .,5,positive,en
20698,9634,every student should try this it can solve any question you give,5,positive,en
20699,9635,it's good..but need lot of improvements,1,negative,en
20700,9636,this application need visual changes add some graphics,5,positive,en
20701,9637,brilliant app but you have to add more features like.... image generating voice chat and emoji features,3,negative,en
20702,9637,so i hope you will be add this feature in this app,3,negative,en
20703,9638,the ultimate assistant and educator,5,positive,en
20704,9639,thank you openai team for this applies very helpful..hope you will add more feature in future,5,positive,en
20705,9640,its help me to make projects more easier,5,positive,en
20706,9641,it's very good and useful app i like it it's amazing,3,negative,en
20707,9642,very helpful app .,5,positive,en
20708,9642,i am so happy this made my day,5,positive,en
20709,9643,simple and easy to used,5,positive,en
20710,9643,does it's job,5,positive,en
20711,9644,great to see that chatgpt is now available for android as well,5,positive,en
20712,9644,this apps i design is very good and very user friendly,5,positive,en
20713,9645,it's like your personal good friend who can give you proper ideas...,3,negative,en
20714,9646,so apply,1,negative,en
20715,9646,whenever i try to create a new account it has been blocked,1,negative,en
20716,9646,i tried for many accounts and then i have been blocked,1,negative,en
20717,9646,how annoying,1,negative,en
20718,9647,i have no words for this wonderful application,5,positive,en
20719,9648,when i asked him a math question he giving me wrong answers again and again,2,negative,en
20720,9648,and when i ask him howthe say sorry and give again wrong answer,2,negative,en
20721,9649,beautiful great and awesome i love it,5,positive,en
20722,9650,awesome even in free model,5,positive,en
20723,9650,i love chatgpt it makes my word easier and easier we can plan trips code programs explore ideas in any field and many many more things using chatgpt.,5,positive,en
20724,9651,the app has not been uptake it is giving 2021 info,3,negative,en
20725,9652,chatgpt web version is pretty much good as compared to the android app .,4,neutral,en
20726,9653,this internet sensation still gives the same quality ai answers even as mobile app,5,positive,en
20727,9654,it requires google chrome as the default browser for loins so i could not even login as i use brave which provides me better service than chrome,1,negative,en
20728,9654,two words bad experience,1,negative,en
20729,9655,very nice to have an official android app available now,5,positive,en
20730,9655,thank you chatgpt,5,positive,en
20731,9656,best app to ever exist literally so extremely helpful,5,positive,en
20732,9657,audio capture is not functioning,2,negative,en
20733,9658,would make the app very much user friendly if voice assist is worked on ie if it can provide answers in voice in the free version,4,neutral,en
20734,9659,this is very useful to leaders,4,neutral,en
20735,9660,the best chatgpt i have never seen,5,positive,en
20736,9661,many thanks to chatgpt for bringing out their mobile version,5,positive,en
20737,9662,it can solve any problems,5,positive,en
20738,9663,this app is most help full for studies,5,positive,en
20739,9664,this is a great app but it sometimes gives a wrong in,1,negative,en
20740,9665,this platform is very powerful,4,neutral,en
20741,9666,mind blowing it give me the way to change my life so impressed it helps me in my lab exam success,5,positive,en
20742,9667,it's a must have app on your phone,5,positive,en
20743,9667,i like it,5,positive,en
20744,9668,nice and very simple and easy to used,5,positive,en
20745,9669,very impressive and very helpful,5,positive,en
20746,9670,this app is really useful when in need of answers to your questions,5,positive,en
20747,9671,i like it but it gives a long response,4,neutral,en
20748,9672,amazing hilarious useful,5,positive,en
20749,9673,i am a paying customers,1,negative,en
20750,9673,when signing in and clicking on plains a the pop window says this feature is only for paying customers,1,negative,en
20751,9674,best app ever to ask something but show only some info,4,neutral,en
20753,9676,looking like the app only allows a google sign in,1,negative,en
20754,9676,i pay for a non google account,1,negative,en
20755,9676,plus error messages when signing in with my free gpt 3 google account,1,negative,en
20756,9677,helped me understand difficult topics very fun to talk to and come up with ideas,5,positive,en
20757,9677,good if you want some collaboration in your projects to aid you in your goals,5,positive,en
20758,9678,best app for everything literally everything,5,positive,en
20759,9679,great app no problem with this superb,5,positive,en
20760,9680,amazing tool definitely get this app,5,positive,en
20761,9681,thank you so much for this is helpful app god bless you,5,positive,en
20762,9682,one of the best assistant i have ever,5,positive,en
20763,9683,ma sha alpha .,5,positive,en
20764,9683,this is working the best,5,positive,en
20765,9683,i,5,positive,en
20766,9684,very simple uid,5,positive,en
20767,9684,user friendly i,5,positive,en
20768,9685,nice but not generating images,3,negative,en
20769,9686,would it be any chance to give special offer on chatgpt plus subscription for those which are student for ex iam currently student in turkey and the price which offer to me is more than 20 us per months,4,neutral,en
20770,9687,loving it,5,positive,en
20771,9687,very useful,5,positive,en
20773,9689,best experience useful for study,4,neutral,en
20774,9690,all history clear option missing,1,negative,en
20775,9691,nice clean interface,5,positive,en
20776,9691,i am loving it,5,positive,en
20777,9692,best app,5,positive,en
20778,9692,ai help so much,5,positive,en
20779,9693,what a fantastic and fabulous assistance,4,neutral,en
20780,9694,this app is amazing just like the website!!!,5,positive,en
20781,9694,5 star period!!!,5,positive,en
20782,9694,!,5,positive,en
20783,9695,overall good the site is still better in my opinion,4,neutral,en
20784,9696,as a student of literature i am observing its goodness.....,4,neutral,en
20785,9697,excellent amazing subject to use,5,positive,en
20786,9698,pretty basic but good ai,5,positive,en
20787,9699,this is super app,5,positive,en
20788,9699,it helps me to do my homework,5,positive,en
20789,9700,it always says an error has occurred,1,negative,en
20790,9700,please try again later,1,negative,en
20791,9701,gives good answers and it's fast,4,neutral,en
20792,9702,excellent app very helpful thank you,5,positive,en
20793,9703,good but i want to add something if voice be available like jarvis ai then it's going to be beast,5,positive,en
20794,9704,the app is wonderful the way you get precise information is almost frighten,5,positive,en
20795,9705,just update more last update was in 2021 man,3,negative,en
20796,9706,i am chatgpt very happy to do this so thank you,5,positive,en
20797,9707,chatgpt working are very good but some time glitch in app like show internet connection issue,5,positive,en
20798,9707,but all other apps are running but chatgpt are not working why i don't now please help,5,positive,en
20799,9708,one of the great app i have ever used,5,positive,en
20800,9708,it has blown my mind,5,positive,en
20801,9709,that is the best one of the most intelligence or respect ai he will feel your emotions and try to fix that you can talk your feelings and and everything thanks openai you made a great thing,5,positive,en
20802,9710,speech option not working the interaction is more specific of web chatgpt .,3,negative,en
20803,9710,overall i don't think you guys are providing any such more options or stuffs that is on web chatgpt.,3,negative,en
20804,9711,please mele with audio speaking,3,negative,en
20805,9712,the best app that i used and just ... how i know its chatgpt we are talking about but how did they made an ai that know everything,5,positive,en
20806,9712,i just think everyone should use this app,5,positive,en
20807,9713,excellent experience always welcome to android world,5,positive,en
20808,9714,finally android app arrived smooth experience,5,positive,en
20809,9715,need to be more accurate,3,negative,en
20810,9716,welcome to the new age of computer assist,5,positive,en
20811,9717,good app but cannot get things easily,5,positive,en
20812,9718,very good for students use,5,positive,en
20813,9719,very good and useful,5,positive,en
20814,9719,thank you,5,positive,en
20815,9720,when for other countries we do speak english as well !,1,negative,en
20816,9720,!,1,negative,en
20817,9721,wish but worse then the web it does not have syntax colors on source code and also the dark theme is too dark,3,negative,en
20818,9721,on the web is a nice grey color,3,negative,en
20819,9722,we were unable to determine your country of origin to enforce geographical restrictions,1,negative,en
20820,9723,i want get 4 and explain like the ask ai app it want let me think that i want to learn but it violates the company,1,negative,en
20821,9723,for example i asked him what was inside the couid test and anything fluid that could be exposed if i opened it,1,negative,en
20822,9723,he said dont open it violate ?,1,negative,en
20823,9723,to u mean i opened it and there was nothing like i can't trust this app it send report of me when i ask things that it's illegal to learn on google i said i eat animals i got a message in red that says i been reported for vio,1,negative,en
20824,9724,this is good but don't give it your personal details and get log out after you do your task because chatgpt is more dangerous than atom bomb so be careful,3,negative,en
20825,9725,thanks openai team for android version of chatgpt one more request can you plus make chatgpt 4 also free for like limited use 2025 queries per day...,5,positive,en
20826,9726,couldn't even create an account,1,negative,en
20827,9726,error verifying my phone number and it doesn't even send me the verification code tried it a million times and failed,1,negative,en
20828,9727,very nice app very very nice app for students,5,positive,en
20830,9729,overtime i try to log in to my account.....it says i have to download a suitable browser.....and i already have chrome....i've not been able to access the app at all,1,negative,en
20831,9730,i love this ig very helpful and absolutely necessary,5,positive,en
20832,9731,experience is good didn't find any or any jitter in the app,5,positive,en
20833,9732,this is a very good app must download,5,positive,en
20834,9733,can't edit messages,3,negative,en
20835,9734,love this app,5,positive,en
20836,9734,i really advice you to download it,5,positive,en
20837,9734,you won't regret it,5,positive,en
20838,9735,i am absolutely blown away by chatgpt!,5,positive,en
20839,9735,this ai assistant has proven to be an invaluable tool in my everyday life,5,positive,en
20840,9735,whether it's helping me with brainstorming ideas answering my curious questions or even just keeping me company with engaging conversations chatgpt has consistently exceeded my expectations,5,positive,en
20841,9736,best app it is original but it should be offline,5,positive,en
20842,9737,chatgpt is very important app,5,positive,en
20843,9737,very good apps️️️,5,positive,en
20844,9738,can search anything in very fast,5,positive,en
20845,9739,need more improvement but still nice,4,neutral,en
20846,9740,this apps is very helpful in life who make it he is great man are women love you soo much that you make a best friend and teacher for us,5,positive,en
20847,9741,easy to use data should be update,5,positive,en
20848,9742,wow i'm amazed this apps for me it's helpful,4,neutral,en
20849,9743,great ai model to accelerate human needs,5,positive,en
20853,9746,awesome but you should know how to use it,5,positive,en
20854,9747,it is best for studying and to tell,5,positive,en
20855,9748,it is just great i have no words to explain it,5,positive,en
20856,9749,i look simple and clean them easy to use i love it,5,positive,en
20857,9750,always giving the right answer i love it,5,positive,en
20858,9751,it is really helpful and amazing,5,positive,en
20859,9752,this is not much help if you want an answer that is current past 2021. that is when they stopped loading data and turned it on,2,negative,en
20860,9752,it will tell you as much,2,negative,en
20861,9753,chatgpt is a very powerful software,5,positive,en
20862,9754,this is pretty useful once you learn how to use it,5,positive,en
20863,9755,it is a good but it doesn't show pic,3,negative,en
20864,9756,our ai overlords i was in the top 1000 to review this app ...spare by lineage,5,positive,en
20865,9757,i love the app it is a good study together app,5,positive,en
20866,9758,good but other ai have surpasses since latest update,5,positive,en
20867,9759,simple and great,5,positive,en
20868,9760,it basically repeats my question in the form of a sentence without answering,1,negative,en
20869,9760,it's as useless as a square basketball,1,negative,en
20870,9761,no code color highlighting for html css and is codes,2,negative,en
20871,9762,very helpful for instant information,5,positive,en
20872,9763,it better works on web platform rather here on app,1,negative,en
20873,9764,mind blowing and very helpful,5,positive,en
20874,9765,the app keeps stopping on my phone,2,negative,en
20875,9766,i'm glad i discovered this app,5,positive,en
20876,9766,when i don't have someone to talk to i just open this app and express my feelings and share my thoughts,5,positive,en
20877,9766,i feel like i found a new friend in this app,5,positive,en
20878,9766,thank you so much for creating this app,5,positive,en
20879,9766,i,5,positive,en
20880,9767,thank god it finally came to mobile,5,positive,en
20881,9767,i use this more than google,5,positive,en
20882,9768,great app answers all in one application thank you developer tme,5,positive,en
20883,9769,it amazing it fast to respond no ads too,5,positive,en
20884,9770,this app is amazing if anything i'll rate this 100 times more,5,positive,en
20885,9771,this apps takes a million years to load before i thought it was my internet connection but my internet is fine even kept going in and out of the app but its still the same fix this please,1,negative,en
20886,9772,good but need more development,5,positive,en
20887,9773,as a new to use this app i found this app to be very very resourceful,5,positive,en
20888,9773,i acknowledged the author of this app,5,positive,en
20889,9774,is so helpful and amazing app,5,positive,en
20890,9775,best app ever created in the history of mankind,5,positive,en
20891,9776,the machine performs well,4,neutral,en
20892,9777,love having conversations with the air,5,positive,en
20893,9778,no microdot account option i cannot reuse my mobile number too,1,negative,en
20894,9779,wow i love the gpt on android with the speech to text support,5,positive,en
20895,9780,who made this software???,5,positive,en
20896,9780,hats off seriously this this is incredible,5,positive,en
20897,9781,best app for solving queries and doubts,5,positive,en
20898,9782,great app.exactlyvlike the website,5,positive,en
20899,9782,this is going to be a game changer,5,positive,en
20900,9783,100 accuracy,5,positive,en
20901,9784,helpful but must to upgrade,5,positive,en
20902,9785,it works,5,positive,en
20903,9785,i love how when you swipe left it reveals a menu,5,positive,en
20904,9785,but what if history could be a right swipe instead of being hidden in left swipe,5,positive,en
20905,9786,very good and helpful ai app,3,negative,en
20906,9787,chatgpt is good,5,positive,en
20907,9787,fix a resume done need information without clutter from a search engine ideas for almost anything chatgpt has got you covered,5,positive,en
20908,9788,chatgpt is the best app you need to try,5,positive,en
20909,9789,absolutely awesome,5,positive,en
20910,9789,it is a must have app i,5,positive,en
20912,9791,good app but can't give answer fast,4,neutral,en
20913,9792,best ai application ai is the future a brilliant blend of human ingenuity and technological prowess propelling us towards a world where possibilities are as limitless as the stars in the sky,5,positive,en
20914,9793,kudos openai those crying about the application this is the first version,5,positive,en
20915,9793,so stop the pseudo scientist,5,positive,en
20916,9794,is there anything i should tell,5,positive,en
20917,9794,this is the most perfect app the century,5,positive,en
20918,9795,it's turned into a companion,5,positive,en
20919,9795,loved it,5,positive,en
20920,9796,why is it not able to work without come,1,negative,en
20921,9796,are you forcing us to use google come,1,negative,en
20922,9796,?,1,negative,en
20923,9797,login problem faced date of birth invalid show,1,negative,en
20924,9798,it is so nice and give accurate answer,5,positive,en
20926,9800,last update 2021. please update the information,4,neutral,en
20927,9801,great exactly what i was looking for in 3 prompts,4,neutral,en
20928,9802,best app in doing research and stuff,5,positive,en
20929,9803,this app is amazing and creative,5,positive,en
20931,9805,good to see this app,5,positive,en
20932,9805,finally is it available in ask format,5,positive,en
20933,9806,it won't let me edit my previous prompts this is the only down side,4,neutral,en
20934,9807,great but has been perfed a bit too much,5,positive,en
20935,9808,wonderful app for students,5,positive,en
20936,9809,that is nice please use it and share your experiences,4,neutral,en
20937,9810,best companionship i have had so far after downloading this app,5,positive,en
20938,9811,the best i have ever used when comes asking questions,5,positive,en
20939,9812,it's fast,3,negative,en
20940,9812,it's easy,3,negative,en
20941,9812,but it misses a lot of information of the present day,3,negative,en
20942,9812,i prefer to use perplexing air,3,negative,en
20943,9813,not bad but then they said they were last updated with info in 2021 and couldn't search the internet so not sure what you've supposed to do with it as a result,3,negative,en
20944,9814,some of it's information is totally wrong...,1,negative,en
20945,9815,that's good app for study in home,4,neutral,en
20946,9816,absolutely revolutionary,5,positive,en
