,index,content,score,score_cat
24526,12142,a very useful app,5,positive
24527,12143,Chatgpt is very op and nice app 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰🥰😊😊😊😀😀😀😀😇😇😇,5,positive
24528,12144,the best even its still GPT 3.5,5,positive
24529,12145,the best app for studies 👌,5,positive
24530,12146,"I just made a 3,000 rhyme essay and it's hard asf",4,neutral
24531,12147,best to do answer question app,5,positive
24532,12148,i is the best ai i see in my live👍 i love it❤️,5,positive
24533,12149,Best app in the history of mankind,5,positive
24534,12150,Best app for every query,5,positive
24535,12151,Chatgap Good learn use thanks,5,positive
24536,12152,chat gpt is very very capable,5,positive
24537,12153,This is a Good app and website.,5,positive
24538,12154,this is a very good app,5,positive
24539,12155,I Am Not Find Bengali Language....plz Add Bengali option.....For Help us...thnks,1,negative
24540,12156,it was very helpfull 🥺,5,positive
24541,12157,Exactly what I wanted to know!,5,positive
24542,12158,What a great app for questions,4,neutral
24543,12159,Great learning experience,5,positive
24544,12160,must use it helps me soo good,5,positive
24545,12161,This app is great!!,5,positive
24546,12161,!,5,positive
24547,12162,I think this is a good product I like it very much,5,positive
24548,12163,this app has been so helpful,5,positive
24549,12164,it's help a lots of us from any question,3,negative
24550,12165,Wow i love this app best of all😘,5,positive
24551,12166,This is the very helpful app.,5,positive
24552,12167,Yoo its nice app i never had bro,5,positive
24553,12168,# This app is amazing !,5,positive
24554,12168,!!!!!!!!!!!!!,5,positive
24555,12168,!,5,positive
24556,12169,This is Really Great AI app...,5,positive
24557,12170,Im gonna use this more often than I should.,5,positive
24558,12170,😂,5,positive
24559,12171,Chatgpt is a very good app,5,positive
24560,12172,good stuff really helpful,5,positive
24561,12173,5 stars pretty good when writing my essay,5,positive
24562,12174,best app even better than google,5,positive
24563,12175,can't login,5,positive
24564,12176,it's really a good app,5,positive
24565,12177,fantastic for revisions,5,positive
24566,12178,Very poor service,1,negative
24567,12179,I have a no experience but like this,4,neutral
24568,12180,Great app I have ever seen,5,positive
24569,12181,Its such a smart friend for everyone.....,5,positive
24570,12182,okay lemme say this this is the best,5,positive
24571,12183,It's amazing AI tool,5,positive
24572,12184,very excellent app 👍,5,positive
24573,12185,Very bad...Don't work...,1,negative
24574,12186,Nice and better than bing AI,5,positive
24575,12187,It is the best ai ever brought to mankind!!,5,positive
24576,12187,!,5,positive
24577,12188,"so far so good, keep up the good work 🙂",5,positive
24578,12189,My apps is technical problem,5,positive
24579,12190,it is very useful,4,neutral
24580,12191,Very very useful guyss.,5,positive
24581,12192,Most useful application ever seen 😀😀,5,positive
24582,12193,It is very useful app 👍👍,5,positive
24583,12194,I have doubt in my question It helped me lot Thanks,5,positive
24584,12195,Add color to the code like in website,3,negative
24585,12196,it is one of the best app to use,5,positive
24586,12197,When will this app support images,4,neutral
24587,12198,It's amazingly helpful 👌,4,neutral
24588,12199,very good ai application,5,positive
24589,12200,it's better than other apps.,4,neutral
24590,12201,amazing what this can do 👍,5,positive
24591,12202,"yes ,this app is helpful.",5,positive
24592,12203,It's The best AI I have ever used,5,positive
24593,12204,this is the best app ever,5,positive
24594,12205,very interesting app,5,positive
24595,12206,very helpful thank you,5,positive
24596,12207,helpful app for everyone,5,positive
24597,12208,this changes the game,5,positive
24598,12209,"great app ,love it 😁",4,neutral
24599,12210,best app to get information ℹ️,5,positive
24600,12211,This app is very helpful,5,positive
24601,12212,i recommend everyone to use this app,5,positive
24602,12213,Chatgpt helps me to find answers for my exams :),5,positive
24603,12214,it's amazing what this thing can do.,5,positive
24604,12215,Alien technology at your fingerprints,5,positive
24605,12216,great application so far,5,positive
24606,12217,very good application,5,positive
24607,12218,Well I'm happy that I found this app,5,positive
24608,12219,Very glad to get experience,5,positive
24609,12220,This is just great,5,positive
24610,12221,It really help a LOT,5,positive
24611,12222,This app is very helpful,5,positive
24612,12223,I find it very useful,4,neutral
24613,12224,"Incredible invention, I have ever seen ☺️",5,positive
24614,12225,This app is very useful,5,positive
24615,12226,Helping me in my Academy learning.,5,positive
24616,12227,Very helpful reply emails,5,positive
24617,12228,"A Friend indeed, when in need.",4,neutral
24618,12229,This app is help ful for any questions,5,positive
24619,12230,nice apps really helps me,5,positive
24620,12231,good information thank you chat gpt,5,positive
24621,12232,"Do the unexpected, beyond imagination",5,positive
24622,12233,You are doing good .....,5,positive
24623,12233,It's look like you are a human friend to me ...,5,positive
24624,12234,Very good.,5,positive
24625,12234,I really like it.,5,positive
24626,12235,It's outdated!,3,negative
24627,12236,It's a fantastic and useful app 🥰😍,5,positive
24628,12237,Outstanding performance I'm excited 😌,5,positive
24629,12238,Very very productive!,4,neutral
24630,12239,Very Good App.,5,positive
24631,12240,"""why is sticky & sweet by Madonna considered a flop?""",3,negative
24632,12240,"-Me ""that's not respectful"" -ai Bruh 😩😩😩😩😩😩",3,negative
24633,12241,it's a very good app 👌,4,neutral
24634,12242,it make my work easier,5,positive
24635,12243,very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very nice app .,5,positive
24636,12243,I love it so so so so so so so so much!,5,positive
24637,12244,very useful for me,5,positive
24638,12245,Helps me a lot in study,5,positive
24639,12246,Nice and effective,5,positive
24640,12247,very good application,5,positive
24641,12248,best for information,5,positive
24642,12249,OMG!!,5,positive
24643,12249,How did I live without this app??,5,positive
24644,12249,🩶it!,5,positive
24645,12250,Amazing app 🔥🔥🔥🔥🔥🔥 thank you Ai,5,positive
24646,12251,"Best for study purpose ,,,💯💯💯",5,positive
24647,12252,oh my god so nice app !,5,positive
24648,12252,!!!!!!,5,positive
24649,12252,!,5,positive
24650,12253,it's a great app...,5,positive
24651,12254,this is very helpful,5,positive
24652,12255,I really enjoy this app,5,positive
24653,12256,mast hai .but I would sugest to join workshok before joining it,5,positive
24654,12257,it is very useful for me,4,neutral
24655,12258,"no Facebook, no YouTube, my favorite app it chatGPT 😘😘😘😘",5,positive
24656,12259,made life easier,5,positive
24657,12260,Good AI take over bad world,5,positive
24658,12261,Best ai app forever 👌👌👌👌👌,5,positive
24659,12262,it's very helpful,5,positive
24660,12263,Its very useful apps,3,negative
24661,12264,a very good app,5,positive
24662,12265,It understand every word I say.Thumbs up for who made this👍,5,positive
24663,12266,its an amazing app,5,positive
24664,12267,I really like this application.,5,positive
24665,12268,Very very good app,5,positive
24666,12269,Very useful information,5,positive
24667,12270,This app is smooth,5,positive
24668,12271,best for students,5,positive
24669,12272,"Best thing ever , amazing",5,positive
24670,12273,This app is so helpful for me I done meny h.w with this app,5,positive
24671,12274,what a application 👏 superb,5,positive
24672,12275,one of the best things in critical situations.,5,positive
24673,12275,🧿,5,positive
24674,12276,i really appreciate this app,4,neutral
24675,12277,good for students..,5,positive
24676,12278,I can't register with my number,2,negative
24677,12279,Cant use my verification number!,1,negative
24678,12280,Very use full,5,positive
24679,12281,its the best app ever,5,positive
24680,12282,very much better than Google,5,positive
24681,12283,need googlePlay last version,1,negative
24682,12284,One of the best AI apps ever,5,positive
24683,12285,it is very useful,5,positive
24684,12286,It is very usefull,5,positive
24685,12287,The greatest app for information ℹ️ℹ️ℹ️,5,positive
24686,12288,This app is very slow,1,negative
24687,12289,💯 good for students,5,positive
24688,12290,good for students,5,positive
24689,12291,very fantastic app,5,positive
24690,12292,of course amazing 🤩🤩,5,positive
24691,12293,this app is soo much useful,1,negative
24692,12294,dude it's awesome lol,5,positive
24693,12295,holy moly moly it's so smart,5,positive
24694,12296,Absolutely love it,5,positive
24695,12297,a very good app,5,positive
24696,12298,This is the best I've seen yet.,5,positive
24697,12299,"ilove this app,about writing my cvs am much enlightened no spending fee on cv creations in cybers",5,positive
24698,12300,Really grateful app,5,positive
24699,12301,very much useful,5,positive
24700,12302,very useful app,5,positive
24701,12303,very useful app,5,positive
24702,12304,very useful app,5,positive
24703,12305,Great of all time,5,positive
24704,12306,nice informative app,5,positive
24705,12307,This app is really good,5,positive
24706,12308,very fantastic app,5,positive
24707,12309,This app is the BEST.,5,positive
24708,12310,Why does it need my ph# bday and Google account?,1,negative
24709,12311,I think this is absolutely the best,5,positive
24710,12312,best for students,5,positive
24711,12313,needs updation after sep21!,4,neutral
24712,12314,amazing apk loved it,5,positive
24713,12315,The best app ever created,5,positive
24714,12316,this app was very nice app,5,positive
24715,12317,good quick app,5,positive
24716,12318,Best experience I have ever been,5,positive
24717,12319,So far very impressed.,5,positive
24718,12320,really useful app,5,positive
24719,12321,this is my favorite appp,5,positive
24720,12322,As a student I suggest that everyone should download this application for their study and for their problem.,5,positive
24721,12322,I love this application it is very good for everyone,5,positive
24722,12323,But why the data is not upto date .,5,positive
24723,12324,the best app humans ever made,5,positive
24724,12325,useful information provided me,5,positive
24725,12326,very useful app,5,positive
24726,12327,wow is all I can say from what I've tested so far,5,positive
24727,12328,its good i tricked my professor..,5,positive
24728,12329,he helped me alot or it helped me,5,positive
24729,12330,nice and fast,5,positive
24730,12331,such a great apps,5,positive
24731,12332,Amazing app ever,5,positive
24732,12333,it wont let em sign in,1,negative
24733,12334,"better than ""cats""",5,positive
24734,12335,Please update this Chatbot up to date,3,negative
24735,12336,i love this app :)),5,positive
24736,12337,amazing and great,5,positive
24737,12338,This AI gives us perfect answer.,5,positive
24738,12339,Very good ..i recommend it.,5,positive
24739,12340,so far so excellent 👌🏾 👏🏾 👍🏾,5,positive
24740,12341,it def does NOT know most answers I ask lol,4,neutral
24741,12342,Not working chatGPT,1,negative
24742,12343,it's very helpful,4,neutral
24743,12344,Thanks for this app I loved ❤️✨,4,neutral
24744,12345,I can cheat on my essays happily,5,positive
24745,12346,this is an amazing app and i like it,5,positive
24746,12347,Good app but its a Lil outdated,5,positive
24747,12348,Best app forever 💞,5,positive
24748,12349,It is very useful,5,positive
24749,12350,it's very useful,5,positive
24750,12351,So cool!,5,positive
24751,12351,They are like a friend!,5,positive
24752,12352,Please add Urdu in language.,5,positive
24753,12353,Good app in the world,5,positive
24754,12354,Best technology ai version,5,positive
24755,12355,very good.,5,positive
24756,12355,ask aanswer what you need,5,positive
24757,12356,this is great app Ilike this app,5,positive
24758,12357,Its a very good app,5,positive
24759,12358,It's the best of me living in future,5,positive
24760,12359,This app is very good.,5,positive
24761,12360,What i needed for all these years.,5,positive
24762,12361,being so helpful with my business posts,5,positive
24763,12362,Amazing app.💯 recommended,5,positive
24764,12363,Its Very Useful To Everyone,5,positive
24765,12364,best app i ever used!,5,positive
24766,12365,Very good application,5,positive
24767,12366,best air app,5,positive
24768,12367,he's a life saver thank you 😊,5,positive
24769,12368,No comment but it's amazing🤩,5,positive
24770,12369,it helps me more then book information,5,positive
24771,12370,That's a supreme channel to boost your knowledge,5,positive
24772,12371,I enjoying my life with this openai... good luck openai !😘,5,positive
24773,12372,this app is amazing 🤩,5,positive
24774,12373,my all doubts to clearing this app,3,negative
24775,12374,this is a great app bros,5,positive
24776,12375,Awesome Very useful,5,positive
24777,12376,GG's satisfied with everything in it,5,positive
24778,12377,it's to helpful for me,5,positive
24779,12378,its very nice app 😊😊😊😊😎,5,positive
24780,12379,seeeeeex why we can't search it,5,positive
24781,12380,very best i like this,5,positive
24782,12381,chat gpt is awesome app,5,positive
24783,12382,it's so much fun,5,positive
24784,12383,good answer received in chatGPT,5,positive
24785,12384,It surprisingly works,5,positive
24786,12385,An excellent app,5,positive
24787,12386,there should have been current Information,4,neutral
24788,12387,the best thing to happen to this generation.,5,positive
24789,12388,you could develop picture ones too,5,positive
24790,12389,Best home work buddy,5,positive
24791,12390,very nice piece,5,positive
24792,12391,Pretty amazing so far,5,positive
24793,12392,very very very very very very very very very very very very very very very very good app,5,positive
24794,12393,Helpful app but is it free?,5,positive
24795,12394,"Knows nothing past 9/21, super outdated",1,negative
24796,12395,it's really incredibly helpful,5,positive
24797,12396,Pls add features like Google lens,5,positive
24798,12397,Most useful app in the world,5,positive
24799,12398,The Better Ai Option forever 😁,4,neutral
24800,12399,Better than Microsoft Bing 👍,5,positive
24801,12400,it works well,5,positive
24802,12401,"fantastic,,,, very useful app",5,positive
24803,12402,it great experience I can get every answer from chatgpt,5,positive
24804,12403,great app.,5,positive
24805,12403,use it 4 your own good,5,positive
24806,12404,this is really incredible,5,positive
24807,12405,I gain more and more knowledge from Chatgpt thanks to the developers,5,positive
24808,12406,I am soo glad of the launch of this official app,5,positive
24809,12407,"I might just flex that I am one of the first ones to use ChatGPT's android versiom, Awsome",5,positive
24810,12408,an amazing app,5,positive
24811,12409,Amazing and very helpful,5,positive
24812,12410,Please offer us to use earlier sessions tab on the left just like in the web,5,positive
24813,12411,Love to see an official ChatGPT App on the Android!,5,positive
24814,12411,Thanks team OpenAI 🙏,5,positive
24815,12412,I like it.,5,positive
24816,12412,I really wanna try the new version.,5,positive
24817,12413,the best app for student.,5,positive
24818,12413,This app is really useful when I study new chapter.,5,positive
24819,12413,If you have many many questions You can ask this app and use.,5,positive
24820,12414,good and most useful app.,5,positive
24821,12415,good response and it's helpful,5,positive
24822,12416,Easy to use nice app,5,positive
24823,12417,such a great app,5,positive
24824,12418,"this is superb, I really like it",5,positive
24825,12419,Great app but needs new update,5,positive
24826,12420,Add support for material you themed icon,5,positive
24827,12421,very nice app ❤,5,positive
24828,12422,Very good and helpful app,5,positive
24829,12423,Clean and does what it's supposed to but I'm still more Google Bard guy myself 😅,5,positive
24830,12424,"Finally, it's an app",5,positive
24831,12425,No plugins available on Android,3,negative
24832,12426,"its a gift that this is made free, nice",5,positive
24833,12427,Don't waste time installing it.,1,negative
24834,12427,Provides outdated information.,1,negative
24835,12427,UI is dull.,1,negative
24836,12428,I wish it could access internet to get real time data.,5,positive
24837,12429,Advanced AI released to the public!,5,positive
24838,12430,This Helps Me and Remembers!,5,positive
24839,12430,Thanks for this 🙏🏽🌝,5,positive
24840,12431,Great app for productivity 👏,5,positive
24841,12432,i give 4 because you have to add math solution also,4,neutral
24842,12433,Good but limited on responses,5,positive
24843,12434,this is best app of exam,5,positive
24844,12435,"It's a great app considering it is finally time for them to release an app version,also I find it funny that some people are writing reviews using got but hey it's a great app",5,positive
24845,12436,he is so good but he know not sufi,5,positive
24846,12437,a good app everyone should download it 10/ 10⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,positive
24847,12438,Very useful and Dangerous too😄,4,neutral
24848,12439,grateful to knowing this app,5,positive
24849,12440,To the one who created this app your my Life saver man hahahahaha 🤣 Thanks for this app it helps me allot,5,positive
24850,12441,It's so helpful I want to know that is it real Chatgpt,5,positive
24851,12442,"Very useful, thank you.",5,positive
24852,12443,We all know ChatGPT is really good,5,positive
24853,12444,Good one..but it is not having lates data after 2021 ?,5,positive
24854,12445,"Dear Jamshaid Ali Sahib, I hope this message finds you well.",5,positive
24855,12445,"I am writing to request proper write-off approval for the upcoming Open Auction of various equipment and scrap material, as directed by the SCM department.",5,positive
24856,12445,"To facilitate the successful arrangement of this Open Auction and ensure that all necessary procedures are followed, it is imperative that we obtain the required write-off approval.",5,positive
24857,12445,This approval is essential to ensure compliance with our organization's policies and regulato,5,positive
24858,12446,Please update for new year version,3,negative
24859,12447,Welcome to Future Chat GPT.,5,positive
24860,12447,It has created a new golden age for the first time in the history of India and the entire world with a far reaching future.,5,positive
24861,12447,"In the future, Chat GPT is going to surprise with accuracy",5,positive
24862,12448,this is very good!!,5,positive
24863,12448,Very recommended,5,positive
24864,12449,I love this app,4,neutral
24865,12450,it best app ever it help for my speach,5,positive
24866,12451,Very helpful tool,5,positive
24867,12452,Not optimsed like web.,3,negative
24868,12452,Web is more clean,3,negative
24869,12453,Perfect tool for covering samll tasks during your work.,5,positive
24870,12453,Quite smooth realization of the browser version,5,positive
24871,12454,very nice and reactive app,5,positive
24872,12455,browser gets updated first or id give it a 5. lol,4,neutral
24873,12456,Been waiting for this since long time.,5,positive
24874,12456,Too good.,5,positive
24875,12457,It's really helpful,5,positive
24876,12458,very good app..,4,neutral
24877,12458,I really recommend it..,4,neutral
24878,12459,It is the far most limit I could imagine AI to be,5,positive
24879,12460,"i like it very much i have been waiting since i got android mobile Earlier I had an iPhone, so now I was missing chat gpt",5,positive
24880,12461,It is a great app,5,positive
24881,12462,Did i just spend 3 hours role-playing with ChatGPT?,5,positive
24882,12462,yes yes i did 5/5,5,positive
24883,12463,very nice app,5,positive
24884,12464,I love this application ..It is an important object in study life..,5,positive
24885,12465,It's was too use ful for me,5,positive
24886,12466,Doesnt have access to real time information.,1,negative
24887,12467,Worst app I never want to use this again.,1,negative
24888,12467,Better to use Google,1,negative
24889,12468,very amazing I really love this app,5,positive
24890,12469,We announced the chat GPT is the back in this Android I am so proud of you you guys can meet us for homework or science it's not cheating it's science 🔭🧪.,5,positive
24891,12470,Thanks chat got team for this epic application,5,positive
24892,12471,Can't discuss any topic that isn't Ms. Rachel level topics now what a waste of space in my phone,1,negative
24893,12472,I love it so so so so much💗💗,5,positive
24894,12473,A Very very very very very very very very very nice good best App,5,positive
24895,12474,Every user run faster then other,5,positive
24896,12475,Very helpful and clean app i ever seen,5,positive
24897,12476,it is help full ai thanks,5,positive
24898,12477,gets math wrong occasionally,4,neutral
24899,12478,love the app all I have to say,5,positive
24900,12479,make more friendly language,4,neutral
24901,12480,it works well,5,positive
24902,12481,Excellent work...,5,positive
24903,12481,Thanks ChatGPT,5,positive
24904,12482,"Seriously, this app is the best.",5,positive
24905,12482,it's free and the responses never disappoint.,5,positive
24906,12482,Highly recommend.,5,positive
24907,12483,Very useful application but this app needs more features,5,positive
24908,12484,I Used Free Plan Last 2 Month.,5,positive
24909,12484,"Now ChatGPT Is My Daily Life Friend, Brother Whatever I Say.",5,positive
24910,12484,I Think ChatGPT Is The Digital Friend For My Life.,5,positive
24911,12484,If I can I Give 10000000000 Star For Review.,5,positive
24912,12485,till 17/09/2023 is working good,5,positive
24913,12486,Good experience overall.,5,positive
24914,12487,Awesome!,5,positive
24915,12487,Clean and fast,5,positive
24916,12488,it does everything,5,positive
24917,12489,Expect Ui/UX everything good working fine,4,neutral
24918,12490,It is very nice app👌👍👌.,5,positive
24919,12490,Thanks for making it.,5,positive
24920,12491,Why won't they send me the code?!,1,negative
24921,12491,I'm uninstalling this app!,1,negative
24922,12492,It was a great pleasure to chat with it👍👍👍👍👍,5,positive
24923,12493,definitely needed this,5,positive
24924,12494,Excellence at its peak.,5,positive
24925,12495,FINALLY!,3,negative
24926,12495,an official app frol OpenAI.,3,negative
24927,12495,But how do I enable the plugins??,3,negative
24928,12495,?,3,negative
24929,12496,very good work,4,neutral
24930,12497,Very good application,5,positive
24931,12498,what a beautiful app it is.......,5,positive
24932,12499,You took far too long to get this app out.,1,negative
24933,12499,"I was considering upgrading but just in spite of your disregard for android users, I'm not paying anything.",1,negative
24934,12500,It was educative n fun,5,positive
24935,12501,Knowledgeable for every feild and very important for human beings.,5,positive
24936,12502,I don't have Premium Features 😕,4,neutral
24937,12503,It is very helpful,5,positive
24938,12504,Very good and supporting,5,positive
24939,12505,I love this ai model for best answering,5,positive
24940,12506,One of the Beautiful invention of this decade,5,positive
24941,12507,very good app,5,positive
24942,12508,very very helpful.,5,positive
24943,12508,love it,5,positive
24944,12509,"Sometime, it promotes false information.",5,positive
24945,12509,And you can make it say anything stupid.,5,positive
24946,12509,I tricked it and it have said that Asus rog phone has 2 TB of storage.,5,positive
24947,12509,Kindly do something.,5,positive
24948,12510,I am glad i am the first reviewer who is writing this review.,4,neutral
24949,12510,ChatGPT app needs lot more functionalities.,4,neutral
24950,12511,It's really good.,5,positive
24951,12511,No negative thing to share,5,positive
24952,12512,tooooo gooddd I love this app,5,positive
24953,12513,It's crazy that you can make games with this,5,positive
24954,12514,perfectly anticipated what I wanted translated,5,positive
24955,12515,Wow it is very nice AI,5,positive
24956,12516,It does the job,5,positive
24957,12517,I have boosted my syllabus so far that my friends can't catch me at all😂😁👍,5,positive
24958,12518,Why is the latest update from 2021?,3,negative
24959,12519,"ChatGpt, give me a review for yourself... Just give five stars and maybe i'll let you live.",5,positive
24960,12520,This application is very easy to use.,2,negative
24961,12521,"perfect, change my life",5,positive
24962,12522,The best Ai app I ever saw Best Ai app Highly recommended,5,positive
24963,12523,very good player,5,positive
24964,12524,great but he dont know any think after 2021,5,positive
24965,12525,this helps me with so much things I need to write,5,positive
24966,12526,Have made life so easy by coming as a mob app,5,positive
24967,12527,Whoever decided to implement the vibrations should be promoted.,5,positive
24968,12528,thank you for developing such good things.,5,positive
24969,12529,Awesome but it should be updated.,5,positive
24970,12530,"It's So Good, less spelling mistakes, straight forward to the answers, humanly behaviour!",5,positive
24971,12530,Amazing !,5,positive
24972,12530,!,5,positive
24973,12530,!,5,positive
24974,12531,the best app for the best technology,5,positive
24975,12532,this is good app.please update this app up to chat gpt-4.,5,positive
24976,12533,simply awesome app I loved it....,5,positive
24977,12534,Very Wonderful App,5,positive
24978,12535,"Wow Amazing, It is very helpful.",5,positive
24979,12536,"There Is A Glitch When U Change The Orientation Of The Device From Portrait To Landscape,Making The Screen Blank Until You Tap On It Once.",5,positive
24980,12537,Good work...it's very interesting,5,positive
24981,12538,it's very good to answer questions,5,positive
24982,12539,Very helpful and excellent 👏,5,positive
24983,12540,Finally we can use ChatGpt in Android.,5,positive
24984,12541,I love this for creating resumes,5,positive
24985,12542,Nice and useful app!🥰,5,positive
24986,12543,Very fast working,5,positive
24987,12544,"@Chat_Gpt makes answers quickly and easily understands that clarity and 💯 exact answers are given So, I give five out of five rating on the app But the app is sometimes answers are wrong.",5,positive
24988,12544,But ask again it will appolize mistakes that is corrected,5,positive
24989,12545,It's a nice app.,4,neutral
24990,12545,Really helpful,4,neutral
24991,12546,Was waiting for this.. seems well built from the beginning.,5,positive
24992,12547,best AI app there is,5,positive
24993,12548,"Now it's hassle free to access chatgpt, no web browser needed👍",5,positive
24994,12549,entertainment is the best with this,5,positive
24995,12550,This AI it's very useful for IT dudes 😎,3,negative
24996,12551,"Wonderfull,, amazing,,,ginious,, marvelous,",5,positive
24997,12552,"Better than Google , I'm using it since it launched",5,positive
24998,12553,it's amazing app,5,positive
24999,12554,Doesn't have access to the internet.,1,negative
25000,12554,Does not suit my needs in any way.,1,negative
25001,12555,Yes it is very useful i am very happy,5,positive
25002,12556,I give it only one star because i can't login this app,1,negative
25003,12557,This is such a nice app for questions and answers,5,positive
25004,12558,Good response every time I ask something,5,positive
25005,12559,Sign up with email Verify email Needs birthday Human verification Needs phone Verify phone Srsly I just want to try this out without giving everything away only to discover it's pretty meh..,1,negative
25006,12560,good and improve more and more,5,positive
25007,12561,best for student,5,positive
25008,12562,It is truly amazing how intelligent this AI is.,5,positive
25009,12563,Good I have found my all answer,4,neutral
25010,12564,best and very useful app,5,positive
25011,12565,Does not support mathematics typeset.,3,negative
25012,12565,Easier to just use the web browser version on my phone.,3,negative
25013,12566,The best feature we got in 2023,5,positive
25014,12567,"Hello OpenAI Team, Can you please tell me the exact date when I can buy ChatGPT Plus ❓❓❓",5,positive
25015,12568,best app so far.,5,positive
25016,12568,keep the good wirk,5,positive
25017,12569,My solution for every problem ❤️❤️,5,positive
25018,12570,Thank you for creating such a useful tool for society,5,positive
25019,12571,Super smart it is spectacular,5,positive
25020,12572,Good for education student....,5,positive
25021,12573,great I love this app,5,positive
25022,12574,"BEST APP OF ALL TIME , THANKS FROM SUDAN LOTS OF LOVE 🙏😁❤️",5,positive
25023,12575,Why no option to login with Microsoft account?,3,negative
25024,12576,very very happy for this app,4,neutral
25025,12577,Why verification with mobile number is needed?,1,negative
25026,12578,"very very very nice,app the best AI",5,positive
25027,12579,great app it has everything I need,5,positive
25028,12580,"I am aB,SC Nursing student.",1,negative
25029,12580,I want answer in my level.,1,negative
25030,12580,l want my ans in point and berif,1,negative
25031,12581,it's a really great app.,5,positive
25032,12581,I would recommend it 🙌,5,positive
25033,12582,Clean ui and quick response,5,positive
25034,12583,"So thank you so much open ai make chatgpt, I am batter fill after use chatgpt and I am very happy",5,positive
25035,12584,Very helpful ChatGPT.,5,positive
25036,12584,I am very happy.,5,positive
25037,12585,IT IS A PERFECT APP NO BUGS NOTHING !,5,positive
25038,12585,!!!,5,positive
25039,12585,.,5,positive
25040,12586,I'M NOT GIVING YOU MY NUMBER!,1,negative
25041,12586,WHY ARE YOU HIDING THE REVIEWS!?,1,negative
25042,12586,RESPECT MY PRIVACY!,1,negative
25043,12586,Only fake reviews are on main page,1,negative
25044,12587,very helpful thanks to this alp,5,positive
25045,12588,Helpful for students,5,positive
25046,12589,this is a baddest app in the world.,5,positive
25047,12589,nobody can't beat this app.,5,positive
25048,12590,very very good and usefull 🙏🙏🙏🙏,5,positive
25049,12591,Nice but need to optimisation,4,neutral
25050,12592,"Finally, an Android version has appeared",5,positive
25051,12593,everything is in it rightful way,5,positive
25052,12594,such a good app I have seen in my life love this a lot 😇❤,5,positive
25053,12595,I cann't log in to this app.,1,negative
25054,12596,I love soooooo much it is so helpful,5,positive
25055,12597,In my opinion the greatest artificial intelligence app on the market.,5,positive
25056,12598,i love this app.,5,positive
25057,12598,so helpful.,5,positive
25058,12599,Code that is generated is a white square and I cannot see anything.,5,positive
25059,12600,BEST!!,5,positive
25060,12600,THANK YOU VERY MUCH CHATGPT FOR HELPING ME,5,positive
25061,12601,fake app don't install,5,positive
25062,12602,Can't use with VPN.,1,negative
25063,12603,idk what to say.,5,positive
25064,12603,but sure yeah blows my mind.,5,positive
25065,12603,in a good way obviously.,5,positive
25066,12603,5 stars.,5,positive
25067,12604,this is very good app .,5,positive
25068,12604,this app is most working,5,positive
25069,12605,I just can't log in to my account🤷🏽‍♂️,1,negative
25070,12606,"Extremely useful , the best app I have ever used",5,positive
25071,12607,"I really love it,, it gives me Avery answer i deserve",4,neutral
25072,12608,Can't believe.,5,positive
25073,12608,"just imagine and write the questions, results are there.",5,positive
25074,12609,You have to create an account before you can use the app..,1,negative
25075,12610,Super helpful with everything,5,positive
25076,12611,I don't know what to say I love this app ❤️,5,positive
25077,12612,Very outstanding app.,5,positive
25078,12613,best thing to use for kids,4,neutral
25079,12614,"great app, very useful",5,positive
25080,12615,good app as I can say,5,positive
25081,12616,very very helpful app,5,positive
25082,12617,Excellent app forever,5,positive
25083,12618,Everything I could've asked for and more <3,5,positive
25084,12619,best app for a student,4,neutral
25085,12620,Very user friendly,5,positive
25086,12621,Data is until sept 2021.,4,neutral
25087,12621,When will you update?,4,neutral
25088,12622,I really hope you won't tighten control over information over time.,5,positive
25089,12623,The code from the phone number don't work for me,1,negative
25090,12624,i really enjoy with chatgpt i like it,5,positive
25091,12625,I love this app.,5,positive
25092,12625,Is very useful,5,positive
25093,12626,so... why do we need to share our phone number?,1,negative
25094,12627,I even can't register in this app,1,negative
25095,12628,this app is very helpful for HW,5,positive
25096,12629,"Nice app, it is performing good",4,neutral
25097,12630,This is the most useful application i have ever used.,5,positive
25098,12631,4.5 for the Android launch.,4,neutral
25099,12632,Update this app to 2022 year overall its 10/10,4,neutral
25100,12633,Same as the Web browser,5,positive
25101,12634,More easy way to find any thing,5,positive
25102,12635,this helped me with a lot of my work,5,positive
25103,12636,this is awesome!,5,positive
25104,12636,that's all,5,positive
25105,12637,Beat AI app for real!!!,5,positive
25106,12637,"please I want to ask, can I use same account on different device?",5,positive
25107,12638,mind-blowing technology,5,positive
25108,12639,1st review This app is good but it cant generate a photo,3,negative
25109,12640,I'm super excited!,5,positive
25110,12640,Best app ever,5,positive
25111,12641,Couldn't log in yet.,3,negative
25112,12642,good for quick facts thankyou AI,5,positive
25113,12643,very good air tool,5,positive
25114,12644,Just amazing people are making knockoff of this version on android thank god openai released chatgpt android app 😍,5,positive
25115,12645,lovely and entertaining,5,positive
